lat,lon,value
30.0,150,-5.1405875684889786
30.0,150.1,-5.1511727590763119
30.0,150.2,-5.164198404658598
30.0,150.29999999999998,-5.1767954129798923
30.0,150.39999999999998,-5.1795384015956065
30.0,150.49999999999997,-5.1841315088757209
30.0,150.59999999999997,-5.1820147502534066
30.0,150.69999999999996,-5.1757874331423679
30.0,150.79999999999995,-5.144697785029372
30.0,150.89999999999995,-5.1045946215897118
30.0,150.99999999999994,-5.0932905983433781
30.0,151.09999999999994,-5.0730677497039816
30.0,151.19999999999993,-5.0427301807263945
30.0,151.29999999999993,-5.0278962859292573
30.0,151.39999999999992,-5.0230549278717742
30.0,151.49999999999991,-5.0177574080240079
30.0,151.5999999999999,-5.0057224520564656
30.0,151.6999999999999,-4.9855608014135564
30.0,151.7999999999999,-4.9664008409317839
30.0,151.8999999999999,-4.9473433134380951
30.0,151.9999999999999,-4.9478641203014142
30.0,152.09999999999988,-4.9519296838205031
30.0,152.19999999999987,-4.9541919902839133
30.0,152.29999999999987,-4.9497913399150058
30.0,152.39999999999986,-4.9508951770200005
30.0,152.49999999999986,-4.9548299397894668
30.0,152.59999999999985,-4.9633819101656016
30.0,152.69999999999985,-4.9789592872724224
30.0,152.79999999999984,-5.0043408584969642
30.0,152.89999999999984,-5.0312920369448975
30.0,152.99999999999983,-5.055305929552123
30.0,153.09999999999982,-5.0734974144525831
30.0,153.19999999999982,-5.0986444781692217
30.0,153.2999999999998,-5.1109950975200213
30.0,153.3999999999998,-5.1219368555123959
30.0,153.4999999999998,-5.1386407356759012
30.0,153.5999999999998,-5.1633125621299385
30.0,153.6999999999998,-5.1842795712306469
30.0,153.79999999999978,-5.205124363990393
30.0,153.89999999999978,-5.2230011047786533
30.0,153.99999999999977,-5.2326645868075241
30.0,154.09999999999977,-5.2387399470567004
30.0,154.19999999999976,-5.231103691894031
30.0,154.29999999999976,-5.2182423614757978
30.0,154.39999999999975,-5.2144823396691615
30.0,154.49999999999974,-5.2162148017193957
30.0,154.59999999999974,-5.224603874330187
30.0,154.69999999999973,-5.2401068882952799
30.0,154.79999999999973,-5.2599553258283382
30.0,154.89999999999972,-5.2805660006495962
30.0,154.99999999999972,-5.3063630421291803
30.0,155.0999999999997,-5.3225831966603829
30.0,155.1999999999997,-5.3386911799798069
30.0,155.2999999999997,-5.3420575783231277
30.0,155.3999999999997,-5.3442636212722228
30.0,155.4999999999997,-5.3469635933996793
30.0,155.59999999999968,-5.3463686841971931
30.0,155.69999999999968,-5.3383266965628726
30.0,155.79999999999967,-5.3282099927826456
30.0,155.89999999999966,-5.3111361796998287
30.0,155.99999999999966,-5.299440813107922
30.0,156.09999999999965,-5.2930872571659879
30.0,156.19999999999965,-5.2958797781262046
30.0,156.29999999999964,-5.3058624274125155
30.0,156.39999999999964,-5.3131456643553001
30.0,156.49999999999963,-5.3179465524588343
30.0,156.59999999999962,-5.3146920531247428
30.0,156.69999999999962,-5.3112926574904709
30.0,156.7999999999996,-5.3130412223761674
30.0,156.8999999999996,-5.3284437294294218
30.0,156.9999999999996,-5.3523338497576018
30.0,157.0999999999996,-5.3721406092723818
30.0,157.1999999999996,-5.3817738139389695
30.0,157.29999999999959,-5.3860658501280625
30.0,157.39999999999958,-5.3876441085991926
30.0,157.49999999999957,-5.3988231465921217
30.0,157.59999999999957,-5.421515749125204
