lat,lon,value
30.0,150,0.4169916135811032
30.0,150.1,0.42340508122548948
30.0,150.2,0.44079086764701741
30.0,150.29999999999998,0.45297160097467853
30.0,150.39999999999998,0.46422784003130535
30.0,150.49999999999997,0.46557465400650488
30.0,150.59999999999997,0.47626418142747906
30.0,150.69999999999996,0.47116735628490641
30.0,150.79999999999995,0.47219248538363895
30.0,150.89999999999995,0.47570817350576894
30.0,150.99999999999994,0.46032659025382222
30.0,151.09999999999994,0.45097237368408583
30.0,151.19999999999993,0.41641161880375116
30.0,151.29999999999993,0.39037594546145921
30.0,151.39999999999992,0.3569615501306751
30.0,151.49999999999991,0.32177274443652903
30.0,151.5999999999999,0.29419260206690689
30.0,151.6999999999999,0.26592824258722192
30.0,151.7999999999999,0.25059537085300154
30.0,151.8999999999999,0.25539963237725549
30.0,151.9999999999999,0.26800635775487869
30.0,152.09999999999988,0.27293741875529015
30.0,152.19999999999987,0.27183297336290058
30.0,152.29999999999987,0.26633460464244696
30.0,152.39999999999986,0.26736988213709179
30.0,152.49999999999986,0.27193973088136913
30.0,152.59999999999985,0.28028762815413238
30.0,152.69999999999985,0.28692118103459285
30.0,152.79999999999984,0.30316021894656242
30.0,152.89999999999984,0.30822359593535115
30.0,152.99999999999983,0.31861642790850059
30.0,153.09999999999982,0.32172822648633009
30.0,153.19999999999982,0.32577857657294446
30.0,153.2999999999998,0.31810156605352524
30.0,153.3999999999998,0.31905663462195955
30.0,153.4999999999998,0.30183321090404608
30.0,153.5999999999998,0.30605238080337216
30.0,153.6999999999998,0.30405455160882122
30.0,153.79999999999978,0.3108490458251596
30.0,153.89999999999978,0.31066549417632061
30.0,153.99999999999977,0.31649197230370651
30.0,154.09999999999977,0.3259190264586751
30.0,154.19999999999976,0.32114825243840706
30.0,154.29999999999976,0.31678143503864453
30.0,154.39999999999975,0.30554235815735414
30.0,154.49999999999974,0.30929415149996509
30.0,154.59999999999974,0.30096381488320656
30.0,154.69999999999973,0.29463029974889243
30.0,154.79999999999973,0.28961229189717147
30.0,154.89999999999972,0.30114862973831391
30.0,154.99999999999972,0.33612371217391535
30.0,155.0999999999997,0.34661352097440246
30.0,155.1999999999997,0.3575319401805207
30.0,155.2999999999997,0.35776694402168663
30.0,155.3999999999997,0.35187812021005249
30.0,155.4999999999997,0.32595423732357981
30.0,155.59999999999968,0.32108897550458804
30.0,155.69999999999968,0.30389135867855327
30.0,155.79999999999967,0.29830764739385479
30.0,155.89999999999966,0.27514026570844663
30.0,155.99999999999966,0.27051854778761614
30.0,156.09999999999965,0.24381210717561716
30.0,156.19999999999965,0.24605830477293028
30.0,156.29999999999964,0.27621127318391014
30.0,156.39999999999964,0.32226448737186519
30.0,156.49999999999963,0.33218373301858056
30.0,156.59999999999962,0.34780572311797864
30.0,156.69999999999962,0.35049942199260758
30.0,156.7999999999996,0.34324098285921378
30.0,156.8999999999996,0.33306131352725882
30.0,156.9999999999996,0.32119545821964046
30.0,157.0999999999996,0.32883312565110734
30.0,157.1999999999996,0.33307714804424338
30.0,157.29999999999959,0.34140552744668351
30.0,157.39999999999958,0.34592539261672062
30.0,157.49999999999957,0.36604291567304237
30.0,157.59999999999957,0.37987329925902963
30.0,157.69999999999956,0.40075933715044093
30.0,157.79999999999956,0.42080134486785864
30.0,157.89999999999955,0.43283768957245405
30.0,157.99999999999955,0.44653726081744949
30.0,158.09999999999954,0.45498161700892459
30.0,158.19999999999953,0.46064276842844515
30.0,158.29999999999953,0.44433260133228308
30.0,158.39999999999952,0.43255569028213242
30.0,158.49999999999952,0.41557775799496982
30.0,158.5999999999995,0.39266691989864677
30.0,158.6999999999995,0.37972531224824757
30.0,158.7999999999995,0.3548942611703278
30.0,158.8999999999995,0.33042985555792992
30.0,158.9999999999995,0.32280807266450462
30.0,159.09999999999948,0.32158679960691638
30.0,159.19999999999948,0.32133219672344848
30.0,159.29999999999947,0.32370185692123743
30.0,159.39999999999947,0.32366650468388997
30.0,159.49999999999946,0.34085564358527976
30.0,159.59999999999945,0.3555700358603972
30.0,159.69999999999945,0.3580752032511833
30.0,158.7,0.32075604627535548
30.0,160,0.28779657128352182
30.1,150,0.40946048550756259
30.1,150.1,0.42910618940558826
30.1,150.2,0.44466709672892457
30.1,150.29999999999998,0.45673004969082737
30.1,150.39999999999998,0.46641772941935233
30.1,150.49999999999997,0.47533593175901573
30.1,150.59999999999997,0.48065083470304831
30.1,150.69999999999996,0.49469850008190341
30.1,150.79999999999995,0.49397301414087763
30.1,150.89999999999995,0.4767039610956379
30.1,150.99999999999994,0.46105264936652524
30.1,151.09999999999994,0.43192557609223975
30.1,151.19999999999993,0.41152777754366537
30.1,151.29999999999993,0.37594117440428149
30.1,151.39999999999992,0.33708508567120771
30.1,151.49999999999991,0.29766687153037663
30.1,151.5999999999999,0.25944895616884123
30.1,151.6999999999999,0.23299423372965802
30.1,151.7999999999999,0.21583691967328283
30.1,151.8999999999999,0.21557918744020815
30.1,151.9999999999999,0.22419629445134709
30.1,152.09999999999988,0.22517168598480219
30.1,152.19999999999987,0.22545746577458034
30.1,152.29999999999987,0.23461661397965206
30.1,152.39999999999986,0.24512225170432117
30.1,152.49999999999986,0.25961109698271351
30.1,152.59999999999985,0.26994188483062043
30.1,152.69999999999985,0.27885200806694321
30.1,152.79999999999984,0.29042687740537676
30.1,152.89999999999984,0.30605555113020311
30.1,152.99999999999983,0.31365465433403167
30.1,153.09999999999982,0.32516657134401916
30.1,153.19999999999982,0.32581765401827351
30.1,153.2999999999998,0.33165697212138651
30.1,153.3999999999998,0.31507923809961746
30.1,153.4999999999998,0.31407412840558879
30.1,153.5999999999998,0.303675832087964
30.1,153.6999999999998,0.31180484723435559
30.1,153.79999999999978,0.3166096128359881
30.1,153.89999999999978,0.31881891387787414
30.1,153.99999999999977,0.33288876451778371
30.1,154.09999999999977,0.33718573786223383
30.1,154.19999999999976,0.34073736766010493
30.1,154.29999999999976,0.31830836000946522
30.1,154.39999999999975,0.30694815112831297
30.1,154.49999999999974,0.3164754663363305
30.1,154.59999999999974,0.32729449932885912
30.1,154.69999999999973,0.3148047815488545
30.1,154.79999999999973,0.30140491847772211
30.1,154.89999999999972,0.29061610955813422
30.1,154.99999999999972,0.30707992328096323
30.1,155.0999999999997,0.34758393198979987
30.1,155.1999999999997,0.37664236000842571
30.1,155.2999999999997,0.37757557366571026
30.1,155.3999999999997,0.36014013215660345
30.1,155.4999999999997,0.32100611453311573
30.1,155.59999999999968,0.31022395379813383
30.1,155.69999999999968,0.29770722626619833
30.1,155.79999999999967,0.26679549307643768
30.1,155.89999999999966,0.25771634455507686
30.1,155.99999999999966,0.25770426617866371
30.1,156.09999999999965,0.23750618622012526
30.1,156.19999999999965,0.23124423473067349
30.1,156.29999999999964,0.26487860331962498
30.1,156.39999999999964,0.29826904740570537
30.1,156.49999999999963,0.31885518026893522
30.1,156.59999999999962,0.32657814106409078
30.1,156.69999999999962,0.32382135699697745
30.1,156.7999999999996,0.31928825971923758
30.1,156.8999999999996,0.3111717823646859
30.1,156.9999999999996,0.30314414592304634
30.1,157.0999999999996,0.28702706262145133
30.1,157.1999999999996,0.28631795398673549
30.1,157.29999999999959,0.28783670890103702
30.1,157.39999999999958,0.30353453692528731
30.1,157.49999999999957,0.3226164043143499
30.1,157.59999999999957,0.3544559275651622
30.1,157.69999999999956,0.37788548130524241
30.1,157.79999999999956,0.39631364101273769
30.1,157.89999999999955,0.39401814088062043
30.1,157.99999999999955,0.41509735492836031
30.1,158.09999999999954,0.43404106018005278
30.1,158.19999999999953,0.42637315933868003
30.1,158.29999999999953,0.42051298245267943
30.1,158.39999999999952,0.40394096891868936
30.1,158.49999999999952,0.38339010497765319
30.1,158.5999999999995,0.3660808316610395
30.1,158.6999999999995,0.33963686695612888
30.1,158.7999999999995,0.31827228590235057
30.1,158.8999999999995,0.28463054388777836
30.1,158.9999999999995,0.25913584330074407
30.1,159.09999999999948,0.25509074421273925
30.1,159.19999999999948,0.25881769550443812
30.1,159.29999999999947,0.25931479580551708
30.1,159.39999999999947,0.26282940904790203
30.1,159.49999999999946,0.27429212690263749
30.1,159.59999999999945,0.30160394531359003
30.1,159.69999999999945,0.2956432726850704
30.1,158.7,0.27881786540461495
30.1,160,0.26582045116622627
30.200000000000003,150,0.42009167985563867
30.200000000000003,150.1,0.43800648649625357
30.200000000000003,150.2,0.45157728806003472
30.200000000000003,150.29999999999998,0.45718890668085732
30.200000000000003,150.39999999999998,0.45864431595459354
30.200000000000003,150.49999999999997,0.46586061327094636
30.200000000000003,150.59999999999997,0.47766142407085077
30.200000000000003,150.69999999999996,0.4902813407372138
30.200000000000003,150.79999999999995,0.49289492206273894
30.200000000000003,150.89999999999995,0.47598197362989958
30.200000000000003,150.99999999999994,0.44667617612708577
30.200000000000003,151.09999999999994,0.42682831826024487
30.200000000000003,151.19999999999993,0.38648462307579262
30.200000000000003,151.29999999999993,0.34507277461597236
30.200000000000003,151.39999999999992,0.30307835332359334
30.200000000000003,151.49999999999991,0.26234315789842461
30.200000000000003,151.5999999999999,0.23164456242934583
30.200000000000003,151.6999999999999,0.20182808697921656
